year	country	gov_right1	gov_cent1	gov_left1	gov_party	elect	vturn	womenpar	realgdpgr	inflation	debt_hist	deficit	ttl_labf	labfopar	unemp	pop	pop15_64	pop65	elderly
2005	Poland	8.71	0.00	40.42	4	25/09/2005	40.6	20.4	3.55	2.18	54.45	-3.98	17134.00	63.85	17.90	38161.00	26836.00	5040.00	13.21
2006	Poland	63.61	0.00	9.13	2		40.6	20.4	6.19	1.28	54.58	-3.57	16905.00	62.75	13.90	38132.00	26937.00	5091.00	13.35
2007	Poland	62.30	0.00	9.31	2	21/10/2007	53.8	20.4	7.20	2.46	50.91	-1.85	16820.00	62.22	9.60	38116.00	27035.00	5121.00	13.44
2008	Poland	52.63	0.00	15.79	2		53.8	20.2	3.92	4.16	53.96	-3.62	16965.00	62.55	7.10	38116.00	27120.00	5133.00	13.47
2009	Poland	60.36	0.00	15.79	2		53.8	20.0	2.63	3.80	57.14	-7.31	17227.00	63.56	8.10	38153.00	27192.00	5146.00	13.49
2010	Poland	52.63	0.00	15.79	2		53.8	20.0	3.73	2.58	60.66	-7.53	17123.00	63.28	9.70	38517.00	27468.00	5179.00	13.45
2011	Poland	53.35	0.00	15.75	2	09/10/2011	48.9	23.7	5.01	4.24	61.15	-4.85	17221.00	63.71	9.70	38526.00	27438.00	5253.00	13.63
2012	Poland	60.00	0.00	15.00	2		48.9	23.7	1.56	3.56	60.75	-3.69	17340.00	64.43	10.10	38534.00	27322.00	5404.00	14.02
2013	Poland	59.00	0.00	15.08	2		48.9	23.7	1.26	0.99	62.59	-4.03	17361.00	64.92	10.30	38502.00	27148.00	5572.00	14.47
2014	Poland	56.50	0.00	15.79	2		48.9	24.3	3.28	0.05	66.15	-3.31	17429.00	65.68	9.00	38484.00	26947.00	5772.00	15.00
1975	Portugal					25/04/1975	91.7	8.0	-4.35	15.27	22.43		4030.00	71.17	4.40	9093.47	5799.00	923.45	10.16
1976	Portugal	0.00	0.00	70.59	5	25/04/1976	83.3	4.9	6.90	21.14	27.31		4121.00	70.86	6.20	9355.81	5867.00	986.18	10.54
1977	Portugal	0.00	0.00	70.59	5		83.3	4.9	5.60	31.02	28.57	-2.26	4165.00	70.78	7.40	9455.68	5914.00	1008.51	10.67
1978	Portugal	10.84	0.00	34.51	4		83.3	4.9	2.82	21.04	32.07	-6.37	4177.00	70.05	8.10	9558.25	5977.00	1036.01	10.84
1979	Portugal	0.00	0.00	0.00	1	05/10/1979	87.5	6.8	5.64	21.90	21.88	-5.19	4274.00	70.65	8.20	9661.27	6052.00	1067.92	11.05
1980	Portugal	86.19	0.00	0.00	1	05/10/1980	85.4	6.8	4.59	15.87	31.97	-6.28	4360.00	70.99	8.00	9766.31	6142.10	1104.76	11.31
1981	Portugal	86.67	0.00	0.00	1		85.4	6.8	1.62	19.04	40.26	-7.89	4334.00	69.62	7.80	9851.36	6224.99	1132.73	11.50
1982	Portugal	93.33	0.00	0.00	1		85.4	6.8	2.14	21.68	43.17	-5.92	4330.00	68.82	7.80	9911.77	6292.15	1148.98	11.59
1983	Portugal	60.58	0.00	29.88	2	25/04/1983	78.6	7.2	-0.17	24.00	48.17	-3.61	4555.00	71.67	8.90	9957.87	6355.81	1159.79	11.65
1984	Portugal	35.29	0.00	52.94	3		78.6	7.2	-1.88	28.38	53.63	-3.99	4529.00	70.58	9.60	9996.23	6417.12	1169.44	11.70
1985	Portugal	43.03	0.00	44.82	3	06/10/1985	75.4	6.4	2.81	19.46	56.63	-6.32	4514.00	69.82	9.80	10023.61	6465.26	1189.14	11.86
1986	Portugal	85.71	0.00	0.00	1		75.4	6.4	4.14	12.33	54.78	-6.39	4520.00	69.54	9.50	10032.73	6499.82	1215.16	12.11
1987	Portugal	86.91	0.00	0.00	1	19/07/1987	72.6	7.6	6.38	9.63	61.64	-6.50	4567.00	69.93	8.00	10030.03	6530.46	1241.47	12.38
1988	Portugal	88.89	0.00	0.00	1		72.6	7.6	7.49	10.10	61.88	-3.24	4616.00	70.40	6.70	10019.61	6557.22	1269.88	12.67
1989	Portugal	88.89	0.00	0.00	1		72.6	7.6	6.44	12.69	59.54	-2.55	4678.00	71.08	6.00	10005.00	6581.40	1303.11	13.02
1990	Portugal	88.89	0.00	0.00	1		72.6	7.6	3.95	13.63	56.06	-5.50	4949.00	74.91	5.60	9983.22	6606.85	1339.11	13.41
1991	Portugal	88.99	0.00	0.00	1	06/10/1991	68.2	8.7	4.37	11.85	57.67	-6.67	4840.00	73.02	5.00	9960.24	6628.02	1372.54	13.78
1992	Portugal	89.47	0.00	0.00	1		68.2	8.7	1.09	9.56	55.25	-4.08	4720.70	70.99	5.00	9952.49	6649.60	1402.97	14.10
1993	Portugal	89.47	0.00	0.00	1		68.2	8.7	-2.04	6.78	61.44	-7.70	4707.70	70.50	6.30	9964.67	6677.97	1432.12	14.37
1994	Portugal	89.47	0.00	0.00	1		68.2	8.7	0.96	5.42	62.23	-7.29	4766.60	71.02	7.60	9991.53	6711.34	1462.77	14.64
1995	Portugal	73.06	0.00	13.85	2	01/10/1995	66.3	13.0	4.28	4.22	67.49	-5.18	4750.90	70.40	7.90	10026.18	6748.61	1495.95	14.92
1996	Portugal	0.00	0.00	77.78	5		66.3	13.0	3.50	3.07	68.04	-4.74	4786.80	70.56	8.00	10063.94	6784.19	1529.01	15.19
1997	Portugal	0.00	0.00	77.07	5		66.3	13.0	4.43	2.34	66.03	-3.70	4852.20	71.15	7.50	10108.98	6819.86	1562.91	15.46
1998	Portugal	0.00	0.00	82.35	5		66.3	13.0	4.79	2.57	65.31	-4.39	5100.10	74.39	6.10	10160.20	6855.85	1597.03	15.72
1999	Portugal	0.00	0.00	84.80	5	10/10/1999	61.8	18.7	3.89	2.34	62.46	-3.03	5151.40	74.72	5.50	10217.83	6894.30	1628.06	15.93
2000	Portugal	0.00	0.00	69.67	5		61.8	17.4	3.79	2.85	62.02	-3.21	5247.30	75.62	5.10	10289.90	6939.32	1665.50	16.19
2001	Portugal	0.00	0.00	57.89	5		61.8	18.7	1.94	4.37	63.46	-4.79	5342.30	76.56	5.10	10362.72	6978.26	1705.27	16.46
2002	Portugal	69.35	0.00	15.39	2	17/03/2002	61.5	19.1	0.77	3.60	66.81	-3.34	5414.30	77.32	6.20	10419.63	7002.68	1735.82	16.66
2003	Portugal	94.44	0.00	0.00	1		61.5	19.1	-0.93	3.22	70.62	-4.42	5433.80	77.45	7.40	10458.82	7015.44	1761.58	16.84
2004	Portugal	94.69	0.00	0.00	1		61.5	19.1	1.81	2.37	76.65	-6.19	5421.30	77.26	7.80	10483.86	7016.87	1788.69	17.06
2005	Portugal	18.22	0.00	42.79	4	20/02/2005	64.3	21.3	0.77	2.28	79.97	-6.19	5461.40	77.83	8.80	10503.33	7016.92	1814.04	17.27
2006	Portugal	0.00	0.00	55.87	5		64.3	21.3	1.55	3.11	79.41	-4.33	5499.60	78.31	8.90	10522.29	7023.14	1836.16	17.45
2007	Portugal	0.00	0.00	55.13	5		64.3	28.3	2.49	2.45	78.09	-3.01	5533.10	78.67	9.10	10542.96	7033.53	1859.02	17.63
2008	Portugal	0.00	0.00	58.36	5		64.3	28.3	0.20	2.59	82.76	-3.77	5534.60	78.66	8.80	10558.18	7036.43	1884.33	17.85
2009	Portugal	0.00	0.00	58.82	5	27/09/2009	59.7	27.4	-2.98	-0.84	96.12	-9.81	5486.00	78.04	10.70	10568.25	7029.41	1914.35	18.11
2010	Portugal	0.00	0.00	58.82	5		59.7	27.4	1.90	1.40	104.09	-11.17	5489.60	78.28	12.00	10573.10	7013.11	1953.41	18.48
2011	Portugal	35.43	0.00	27.56	3	05/06/2011	58.0	28.7	-1.83	3.65	108.36	-7.38	5428.20	77.75	12.90	10557.56	6981.49	1992.03	18.87
2012	Portugal	66.67	0.00	0.00	1		58.0	28.7	-4.03	2.77	138.85	-5.66	5382.60	77.64	15.80	10514.84	6933.16	2020.13	19.21
2013	Portugal	73.26	0.00	0.00	1		58.0	31.3	-1.13	0.27	142.62	-4.84	5284.60	76.92	16.40	10457.29	6870.04	2051.23	19.62
2014	Portugal	79.21	0.00	0.00	1		58.0	31.3	0.91	-0.28	152.42	-7.18	5225.60		14.10				
1990	Romania	0.00	0.00	91.30	5	20/05/1990	86.2	3.6			0.35					23198.44	15334.39	2415.23	10.41
1991	Romania	3.33	0.00	86.48	4		86.2	3.6	-13.08		0.96					22997.79	15233.58	2478.64	10.78
1992	Romania	13.68	0.00	71.98	4	27/09/1992	76.3	4.1	-8.72		3.94				8.30	22790.95	15150.67	2537.74	11.13
1993	Romania	0.00	0.00	95.00	5		76.3	4.1	1.52		4.15				10.60	22759.95	15211.93	2597.63	11.41
1994	Romania	3.39	0.00	86.70	4		76.3	4.1	3.93		5.11				11.10	22726.88	15267.03	2659.11	11.70
1995	Romania	8.94	0.00	75.68	4		76.3	4.1	7.14		6.60	-2.00	13114.52	85.65	9.70	22680.95	15311.03	2721.20	12.00
1996	Romania	9.15	0.27	87.50	4	17/11/1996	76.0	7.3	3.87	38.85	10.60	-3.50	12327.12	80.36	7.00	22607.62	15339.18	2775.53	12.28
1997	Romania	65.00	5.00	25.00	2		76.0	7.3	-4.82	154.79	14.90	-4.40	12262.90	79.96	6.10	22545.93	15337.14	2831.33	12.56
1998	Romania	55.42	4.82	31.12	3		76.0	7.3	-2.09	59.11	16.70	-3.20	11936.70	77.92	6.30	22502.80	15319.27	2889.21	12.84
1999	Romania	52.86	4.81	33.33	3		76.0	7.3	-0.40	45.81	21.60	-4.40	11910.05	77.72	7.10	22458.02	15324.36	2936.99	13.08
2000	Romania	60.44	5.49	34.06	3	26/11/2000	65.3	10.7	2.40	45.68	22.40	-4.60	11869.77	77.33	7.60	22435.21	15350.23	2989.24	13.32
2001	Romania	0.00	0.00	100.00	5		65.3	10.7	5.59	34.47	25.70	-3.40	11728.42	77.42	7.40	22408.39	15149.59	3030.16	13.52
2002	Romania	0.00	0.00	100.00	5		65.3	10.7	5.18	22.52	24.80	-1.90	10475.41	70.53	8.30	21675.78	14851.48	3048.19	14.06
2003	Romania	0.00	0.00	100.00	5		65.3	10.7	5.52	15.27	21.30	-1.40	10331.58	70.10	7.70	21574.37	14738.32	3047.63	14.13
2004	Romania	0.33	0.23	99.41	4	28/11/2004	58.5	11.4	8.36	11.89	18.60	-1.10	10255.56	69.94	8.00	21451.85	14663.61	3034.15	14.14
2005	Romania	41.58	25.16	29.10	2		58.5	11.2	4.17	9.07	15.70	-0.80	10133.83	69.52	7.10	21319.67	14577.80	3079.54	14.44
2006	Romania	42.13	25.35	28.25	2		58.5	11.2	8.06	6.61	12.30	-2.10	10286.82	70.98	7.20	21193.75	14493.53	3121.68	14.73
2007	Romania	69.90	19.82	7.84	2		58.5	9.4	6.86	4.91	12.70	-2.80	10331.07	72.43	6.40	20882.98	14264.02	3148.73	15.08
2008	Romania	75.68	17.16	1.30	2	30/11/2008	39.2	11.4	8.46	7.91	13.20	-5.50	10213.20	72.96	5.60	20537.85	13997.59	3243.25	15.79
2009	Romania	57.24	0.58	35.62	3		39.2	11.4	-7.07	5.58	23.20	-9.50	10144.62	73.16	6.50	20367.44	13866.41	3287.09	16.14
2010	Romania	52.46	23.53	1.93	2		39.2	11.4	-0.80	6.07	29.90	-6.90	10139.96	73.59	7.00	20246.80	13779.55	3265.53	16.13
2011	Romania	61.95	23.16	5.79	2		39.2	11.2	1.06	5.82	34.20	-5.40	10023.74	73.13	7.20	20147.66	13707.29	3249.36	16.13
2012	Romania	39.95	8.85	34.35	3	09/12/2012	40.9	13.3	0.64	3.38	37.40	-3.70	9441.54	69.19	6.80	20060.18	13645.83	3250.27	16.20
2013	Romania	40.00	4.00	53.14	3		40.9	13.3	3.53	3.20	38.00	-2.10	9376.56	69.00	7.10	19985.81	13589.16	3277.42	16.40
2014	Romania	5.71	10.14	64.70	4		40.9	13.5	2.96	1.38	39.80	-0.90	9408.24	69.77	6.80	19913.19	13485.06	3336.08	16.75
1990	Slovakia	65.22	34.78	0.00	1	09/06/1990	95.4									5299.19	3413.80	547.16	10.33
1991	Slovakia	62.20	37.80	0.00	1		95.4									5303.29	3435.87	551.44	10.40
1992	Slovakia	81.29	18.71	0.00	1	06/06/1992	84.2	18.1		9.89	42.35					5305.02	3459.14	555.69	10.47
1993	Slovakia	100.00	0.00	0.00	1		84.2	18.1	7.11	23.29	47.27					5325.00	3493.50	564.34	10.60
1994	Slovakia	49.28	20.62	30.09	2	01/10/1994	75.7	18.1	6.21	13.42	42.15					5346.90	3531.69	573.63	10.73
1995	Slovakia	77.78	0.00	22.22	2		75.7	14.7	5.84	9.84	37.62	-3.34	2438.18	68.33	12.10	5363.36	3568.40	582.96	10.87
1996	Slovakia	77.78	0.00	22.22	2		75.7	14.7	6.76	5.78	36.99	-9.72	2493.88	69.25	11.10	5373.65	3601.20	592.07	11.02
1997	Slovakia	77.78	0.00	22.22	2		75.7	14.7	6.07	6.14	38.17	-6.16	2485.28	68.41	11.50	5383.47	3632.99	601.02	11.16
1998	Slovakia	70.74	1.32	23.74	2	01/10/1998	84.2	14.7	4.01	6.67	40.37	-5.21	2513.55	68.58	12.70	5390.84	3664.92	607.74	11.27
1999	Slovakia	55.00	15.00	30.00	2		84.2	12.7	-0.21	10.57	52.65	-7.28	2546.08	68.86	16.50	5395.61	3697.65	612.76	11.36
2000	Slovakia	55.00	15.00	30.00	2		84.2	14.0	1.21	12.04	57.86	-12.02	2583.68	69.42	18.90	5400.70	3721.74	615.22	11.39
2001	Slovakia	55.00	15.00	30.00	2		84.2	14.0	3.32	7.33	56.57	-6.40	2627.68	70.18	19.50	5379.53	3744.34	614.03	11.41
2002	Slovakia	50.43	23.35	26.22	2	21/09/2002	70.0	19.3	4.52	3.13	49.36	-8.09	2610.95	69.23	18.80	5378.66	3771.29	614.66	11.43
2003	Slovakia	18.75	81.25	0.00	1		70.0	19.3	5.42	8.55	47.51	-2.70	2621.55	69.09	17.70	5379.33	3794.58	618.95	11.51
2004	Slovakia	18.75	81.25	0.00	1		70.0	16.7	5.26	7.55	45.12	-2.31	2650.35	69.46	18.40	5382.36	3815.64	624.42	11.60
2005	Slovakia	18.75	81.25	0.00	1		70.0	16.7	6.40	2.71	38.14	-2.87	2643.15	68.94	16.40	5387.10	3833.79	631.27	11.72
2006	Slovakia	23.30	38.46	34.09	3	17/06/2006	54.7	20.0	8.49	4.48	35.96	-3.56	2654.40	68.95	13.50	5390.92	3849.75	638.92	11.85
2007	Slovakia	31.25	0.00	68.75	4		54.7	19.3	10.83	2.76	34.50	-1.92	2650.28	68.59	11.20	5396.57	3864.22	646.75	11.98
2008	Slovakia	31.25	0.00	68.75	4		54.7	19.3	5.65	4.60	33.47	-2.34	2687.75	69.32	9.60	5405.86	3877.31	654.84	12.11
2009	Slovakia	29.09	0.00	70.91	4		54.7	18.0	-5.49	1.62	42.03	-7.87	2686.80	69.17	12.10	5417.76	3884.14	664.74	12.27
2010	Slovakia	35.45	25.72	38.84	3	12/06/2010	58.8	15.3	5.08	0.96	46.89	-7.47	2703.50	69.61	14.50	5429.97	3883.60	674.45	12.42
2011	Slovakia	46.05	53.95	0.00	1		58.8	16.0	2.84	3.92	49.36	-4.09	2678.31	69.00	13.70	5398.11	3881.77	684.56	12.68
2012	Slovakia	10.27	15.41	74.32	4	10/03/2012	59.1	18.7	1.52	3.61	57.73	-4.31	2706.96	69.85	14.00	5406.24	3875.56	700.44	12.96
2013	Slovakia	0.00	0.00	100.00	5		59.1	18.7	1.43	1.40	60.69	-2.70	2715.25	70.32	14.20	5413.00	3861.46	721.68	13.33
2014	Slovakia	0.00	0.00	100.00	5		59.1	18.7	2.52	-0.08	60.12	-2.69	2722.05	70.82	13.20	5418.6	3843.59	745.01	13.75
1990	Slovenia					08/04/1990	77.0			552.08						1998.09	1369.56	213.86	10.70
1991	Slovenia						77.0		-8.90	114.83						2001.77	1376.27	218.93	10.94
1992	Slovenia					06/12/1992	85.6	14.4	-5.46	209.93						1995.83	1376.65	224.22	11.23
1993	Slovenia	37.50	25.00	37.50	3		85.6	14.4	2.84	31.76	22.71					1990.62	1375.91	230.19	11.56
1994	Slovenia	47.02	20.24	27.98	2		85.6	14.4	5.33	20.99	19.91					1988.85	1378.57	236.66	11.90
1995	Slovenia	50.00	18.75	25.00	2		85.6	14.4	4.11	13.46	18.30	-8.18	988.65	71.60	6.80	1987.51	1377.17	244.77	12.32
1996	Slovenia	50.00	31.86	2.53	2	10/11/1996	73.7	14.4	3.52	9.86	21.60	-1.10	968.97	70.12	6.90	1991.17	1383.95	252.67	12.69
1997	Slovenia	43.34	5.21	44.41	3		73.7	7.8	5.11	8.36	22.10	-2.31	954.28	68.96	6.90	1986.85	1385.32	258.81	13.03
1998	Slovenia	42.11	0.00	52.63	3		73.7	7.8	3.29	7.89	22.80	-2.33	958.54	69.32	7.40	1982.60	1383.98	265.59	13.40
1999	Slovenia	42.11	0.00	52.63	3		73.7	7.8	5.27	6.16	23.70	-2.98	970.60	70.00	7.30	1985.56	1388.11	272.15	13.71
2000	Slovenia	23.64	8.49	54.29	3	15/10/2000	70.1	12.2	4.16	8.92	25.90	-3.64	979.12	70.26	6.70	1990.27	1395.10	278.23	13.98
2001	Slovenia	62.50	0.00	37.50	3		70.1	12.2	2.95	8.39	26.10	-3.88	979.84	70.14	6.20	1992.04	1397.04	284.88	14.30
2002	Slovenia	56.74	0.00	37.63	3		70.1	12.2	3.84	7.47	27.30	-2.40	995.45	71.10	6.30	1995.72	1400.86	292.03	14.63
2003	Slovenia	58.82	0.00	41.18	3		70.1	12.2	2.84	5.58	26.70	-2.62	995.49	70.95	6.70	1996.77	1404.78	297.14	14.88
2004	Slovenia	65.11	1.86	33.03	2	03/10/2004	60.5	12.2	4.35	3.59	26.80	-1.96	999.91	71.19	6.30	1997.00	1405.12	303.00	15.17
2005	Slovenia	0.00	23.49	76.51	4		60.5	12.2	4.00	2.48	26.30	-1.33	997.04	70.92	6.50	2001.11	1406.70	309.54	15.47
2006	Slovenia	0.00	22.94	77.06	4		60.5	12.2	5.66	2.46	26.00	-1.20	1003.71	71.26	6.00	2008.52	1410.72	316.34	15.75
2007	Slovenia	0.00	17.65	82.35	4		60.5	12.2	6.94	3.61	22.80	-0.09	1022.97	72.74	4.90	2019.41	1414.79	323.56	16.02
2008	Slovenia	3.54	15.67	80.79	4	21/09/2008	63.1	13.3	3.30	5.65	21.80	-1.42	1041.71	73.95	4.40	2022.63	1410.35	330.28	16.33
2009	Slovenia	31.58	0.00	68.42	4		63.1	14.4	-7.80	0.86	34.60	-5.88	1043.86	73.62	5.90	2042.34	1419.97	336.86	16.49
2010	Slovenia	31.58	0.00	68.42	4		63.1	14.4	1.24	1.84	38.40	-5.64	1040.05	73.20	7.30	2049.26	1421.01	339.21	16.55
2011	Slovenia	20.67	0.00	79.33	4	04/12/2011	65.6	32.2	0.65	1.81	46.60	-6.66	1033.60	72.87	8.20	2052.50	1419.16	341.19	16.62
2012	Slovenia	14.48	13.70	71.81	4		65.6	32.2	-2.72	2.60	53.90	-4.10	1034.65	73.25	8.90	2056.26	1412.05	348.68	16.96
2013	Slovenia	18.54	3.65	77.81	4		65.6	32.2	-1.06	1.76	71.00	-15.03	1034.15	73.64	10.10	2059.11			
2014	Slovenia	40.10	0.00	59.90	3	13/07/2014	51.7	35.6	3.05	0.20	81.00	-4.97	1035.19	74.23	9.70	2061.62			
1977	Spain	0.00	95.00	0.00	1	15/06/1977	77.0	6.0	2.84	24.54	13.98	-2.43	13614.20	59.95	5.30	36563.84	22709.43	3997.04	10.93
1978	Spain	0.00	95.00	0.00	1		77.0	6.0	1.46	19.77	13.78	-3.84	13654.70	59.32	7.10	36971.47	23017.58	4085.49	11.05
1979	Spain	0.00	92.53	0.00	1	01/03/1979	68.1	6.9	0.04	15.66	15.80	-3.71	13712.20	58.82	8.80	37289.01	23312.05	4155.66	11.14
1980	Spain	0.00	91.67	0.00	1		68.1	6.9	1.30	15.56	26.56	-4.29	13755.00	58.31	11.50	37526.91	23589.84	4208.04	11.21
1981	Spain	0.00	98.70	0.00	1		68.1	6.9	-0.13	14.55	28.94	-5.32	13807.80	57.85	14.20	37764.46	23867.66	4259.79	11.28
1982	Spain	0.00	92.05	7.95	2	28/10/1982	79.8	6.3	1.25	14.41	33.09	-7.03	13967.40	57.83	16.00	37987.11	24154.49	4347.52	11.44
1983	Spain	0.00	0.00	100.00	5		79.8	6.3	1.77	12.17	38.48	-6.18	14149.10	57.94	14.30	38160.26	24418.55	4416.76	11.57
1984	Spain	0.00	0.00	100.00	5		79.8	6.3	1.78	11.28	44.50	-6.84	14224.40	57.66	16.70	38325.24	24670.42	4498.53	11.74
1985	Spain	0.00	0.00	100.00	5		79.8	6.3	2.32	8.81	48.23	-8.27	14285.10	57.36	17.80	38467.02	24903.13	4593.81	11.94
1986	Spain	0.00	0.00	100.00	5	22/06/1986	70.6	9.4	3.25	8.79	49.02	-7.28	14423.80	57.44	17.40	38571.94	25109.34	4707.33	12.20
1987	Spain	0.00	0.00	100.00	5		70.6	9.4	5.55	5.25	47.50	-4.34	14968.90	59.16	19.70	38682.32	25304.00	4852.04	12.54
1988	Spain	0.00	0.00	100.00	5		70.6	9.4	5.09	4.84	44.16	-4.44	15354.90	60.24	18.70	38764.31	25489.69	4998.25	12.89
1989	Spain	0.00	0.00	100.00	5	29/10/1989	70.0	14.6	4.83	6.79	44.64	-4.09	15516.80	60.44	16.50	38821.38	25673.27	5135.16	13.23
1990	Spain	0.00	0.00	100.00	5		70.0	14.6	3.78	6.72	46.47	-5.34	15688.40	60.67	15.50	38860.83	25857.99	5275.67	13.58
1991	Spain	0.00	0.00	100.00	5		70.0	14.6	2.54	5.93	48.30	-6.01	15822.00	60.67	15.50	38941.62	26077.50	5415.69	13.91
1992	Spain	0.00	0.00	100.00	5		70.0	14.6	0.93	5.92	50.76	-4.94	15894.00	60.27	17.00	39147.94	26369.52	5557.24	14.20
1993	Spain	0.00	0.00	100.00	5	06/06/1993	76.4	16.0	-1.03	4.57	63.88	-8.19	16047.70	60.23	20.80	39356.08	26645.82	5704.44	14.49
1994	Spain	0.00	0.00	100.00	5		76.4	16.0	2.38	4.72	62.68	-7.71	16244.90	60.40	22.00	39547.35	26897.16	5857.73	14.81
1995	Spain	0.00	0.00	100.00	5		76.4	16.0	2.76	4.67	67.53	-7.04	16385.30	60.43	20.70	39718.89	27114.68	6015.66	15.15
1996	Spain	0.00	66.12	33.88	3	03/03/1996	77.4	24.6	2.67	3.56	73.86	-5.37	16671.27	61.06	19.90	39884.25	27304.25	6171.39	15.47
1997	Spain	0.00	100.00	0.00	1		77.4	24.7	3.69	1.97	73.05	-3.91	16955.44	61.72	18.40	40049.97	27469.62	6324.25	15.79
1998	Spain	0.00	100.00	0.00	1		77.4	24.7	4.31	1.83	73.47	-2.95	17195.66	62.29	16.40	40214.07	27603.85	6482.79	16.12
1999	Spain	0.00	100.00	0.00	1		77.4	21.6	4.48	2.31	67.95	-1.32	17529.07	63.22	13.60	40369.67	27724.97	6616.98	16.39
2000	Spain	0.00	100.00	0.00	1	12/03/2000	68.7	28.3	5.29	3.43	65.17	-1.02	18083.96	64.96	11.90	40554.39	27839.53	6749.83	16.64
2001	Spain	0.00	100.00	0.00	1		68.7	28.3	4.00	3.59	60.57	-0.55	18090.20	64.76	10.60	40766.05	27934.14	6898.56	16.92
2002	Spain	0.00	100.00	0.00	1		68.7	28.3	2.88	3.07	59.25	-0.41	18961.23	66.76	11.50	41423.52	28401.51	7026.60	16.96
2003	Spain	0.00	100.00	0.00	1		68.7	28.3	3.19	3.04	54.42	-0.37	19742.75	68.16	11.50	42196.23	28966.65	7119.25	16.87
2004	Spain	0.00	29.23	70.77	4	14/03/2004	75.7	36.0	3.17	3.04	52.51	-0.04	20375.75	69.07	11.00	42859.17	29501.72	7154.26	16.69
2005	Spain	0.00	0.00	100.00	5		75.7	36.0	3.72	3.37	49.98	1.21	21140.56	70.19	9.20	43662.61	30120.19	7230.33	16.56
2006	Spain	0.00	0.00	100.00	5		75.7	36.0	4.17	3.52	45.69	2.20	21779.98	71.28	8.50	44360.52	30553.42	7362.32	16.60
2007	Spain	0.00	0.00	100.00	5		75.7	36.6	3.77	2.79	41.73	2.00	22426.08	71.91	8.20	45236.00	31188.44	7451.43	16.47
2008	Spain	0.00	0.00	100.00	5	09/03/2008	73.9	36.3	1.12	4.08	47.14	-4.42	23065.58	72.88	11.30	45983.17	31647.96	7577.39	16.48
2009	Spain	0.00	0.00	100.00	5		73.9	36.6	-3.57	-0.29	61.95	-10.96	23260.42	73.25	17.90	46367.55	31756.90	7727.12	16.66
2010	Spain	0.00	0.00	98.75	5		73.9	36.6	0.01	1.80	66.71	-9.39	23364.61	73.69	19.90	46562.48	31705.43	7892.79	16.95
2011	Spain	0.00	3.56	90.41	4	20/11/2011	68.9	36.0	-1.00	3.20	77.80	-9.61	23434.08	74.06	21.40	46736.26	31644.06	8052.20	17.23
2012	Spain	0.00	100.00	0.00	1		68.9	36.0	-2.62	2.45	92.16	-10.44	23443.71	74.41	24.80	46766.40	31504.52	8179.88	17.49
2013	Spain	0.00	100.00	0.00	1		68.9	36.0	-1.67	1.41	103.91	-6.91	23190.14	74.38	26.10	46593.23	31177.11	8345.53	17.91
2014	Spain	0.00	100.00	0.00	1		68.9	39.7	1.36	-0.15	117.88	-5.89	22954.57	74.28	24.50	46464.05	30903.81	8509.52	18.31
1960	Sweden	0.00	0.00	93.21	5	18/09/1960	85.9	13.8		4.14	23.69	2.06	3662.00		1.90	7484.66	4926.45	879.47	11.75
1961	Sweden	0.00	0.00	92.86	5		85.9	13.8	5.68	2.16	24.25	3.55	3688.00		1.60	7520.00	4970.77	898.12	11.94
1962	Sweden	0.00	0.00	92.86	5		85.9	13.8	4.26	4.77	21.45	4.14	3712.00		1.60	7561.59	5015.32	917.45	12.13
1963	Sweden	0.00	0.00	92.86	5		85.9	13.8	5.33	2.87	19.30	2.68	3720.00	73.61	1.90	7604.33	5054.15	937.09	12.32
1964	Sweden	0.00	0.00	94.59	5	20/09/1964	83.9	13.3	6.82	3.39	17.44	2.72	3718.00	73.00	1.80	7661.35	5093.28	957.95	12.50
1965	Sweden	0.00	0.00	100.00	5		83.9	13.3	3.82	5.01	15.89	4.41	3742.00	72.90	1.30	7733.85	5133.81	980.41	12.68
1966	Sweden	0.00	0.00	100.00	5		83.9	13.3	2.09	6.40	14.92	3.93	3792.00	73.37	1.70	7807.80	5167.95	1005.17	12.87
1967	Sweden	0.00	0.00	100.00	5		83.9	13.3	3.37	4.29	15.01	3.45	3775.00	72.75	2.40	7867.93	5189.26	1029.63	13.09
1968	Sweden	0.00	0.00	100.00	5	15/09/1968	89.3	15.5	3.64	1.94	16.41	3.76	3822.00	73.46	2.50	7912.27	5204.02	1051.61	13.29
1969	Sweden	0.00	0.00	100.00	5		89.3	15.5	5.01	2.69	16.41	4.48	3855.00	73.71	2.10	7968.07	5229.77	1073.70	13.48
1970	Sweden	0.00	0.00	100.00	5	20/09/1970	88.3	14.0	6.47	7.02	26.58	4.50	3913.00	74.29	1.70	8042.80	5266.95	1099.41	13.67
1971	Sweden	0.00	0.00	100.00	5		88.3	14.0	0.94	7.40	26.93	4.35	3961.00	74.92	2.90	8098.33	5286.71	1127.26	13.92
1972	Sweden	0.00	0.00	100.00	5		88.3	14.0	2.29	6.01	26.79	3.92	3970.00	75.19	3.00	8122.30	5280.54	1154.13	14.21
1973	Sweden	0.00	0.00	100.00	5	16/09/1973	90.8	21.4	3.97	6.72	26.15	4.82	3977.00	75.51	2.80	8136.31	5266.86	1180.99	14.52
1974	Sweden	0.00	0.00	100.00	5		90.8	21.4	3.20	9.91	26.49	3.30	4043.00	76.86	2.20	8159.96	5259.16	1210.07	14.83
