Scientific_Name,Family,Genus,Species,Brain_Size_Species_Mean,Brain_Size_Female_Mean,Brain_size_Ref,Body_mass_male_mean,Body_mass_female_mean,Mass_Dimorphism,Mass_Ref,MeanGroupSize,AdultMales,AdultFemale,AdultSexRatio,Social_Organization_Ref,InterbirthInterval_d,Gestation,WeaningAge_d,MaxLongevity_m,LitterSz,Life_History_Ref,GR_MidRangeLat_dd,Precip_Mean_mm,Temp_Mean_degC,AET_Mean_mm,PET_Mean_mm,Climate_Ref,HomeRange_km2,HomeRangeRef,DayLength_km,DayLengthRef,Territoriality,Fruit,Leaves,Fauna,DietRef1,Canine_Dimorphism,Canine_Dimorphism_Ref,Feed,Move,Rest,Social,Activity_Budget_Ref
Tarsius_syrichta,Tarsiidae,Tarsius,syrichta,3.36,3.27,Isler et al 2008,134.0,117.0,1.145,Isler et al 2008,,,,,,,179,82.49,180,1.01,Jones et al. 2009,9.07,1831.0,24.1,1565.2,1739.4,Jones et al. 2009,0.048,Campbell et al. 2007,1.38,Campbell et al. 2007,5.5822,,,,,,,,,,,
Theropithecus_gelada,Cercopithecidae,Theropithecus,gelada,133.33,124.52,Isler et al 2008,19000.0,11700.0,1.624,Isler et al 2008,10,1.5,4.1,2.73,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,766.5,168,494.95,336,1.01,Jones et al. 2009,10.95,924.9,17.3,900.3,1483.3,Jones et al. 2009,1.160,Jones et al. 2009,2.5,Pontzer and Kamilar 2006,2.0571,26,94,0,Nunn et al 2003,3.229,Plavcan & Ruff 2008,47.70,17.50,15.10,18.30,Kamilar 2006
Trachypithecus_auratus,Cercopithecidae,Trachypithecus,auratus,,,,,,,,14.5,1.2,7.4,6.17,Kamilar 2006,,,,373.2,,Jones et al. 2009,-7.41,2012.0,24.4,1370.4,1640.8,Jones et al. 2009,0.030,Jones et al. 2009,,,,32.3,47.0,,Campbell et al. 2007,,,25.50,15.00,50.50,2.50,Kamilar 2006
Trachypithecus_cristatus,Cercopithecidae,Trachypithecus,cristatus,57.86,54.98,Isler et al 2008,6728.1,6059.7,1.110,Isler et al 2008,32.4,1,15.6,15.60,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,,,362.93,373.2,1.01,Jones et al. 2009,0.54,2428.6,25.0,1682.1,1747.3,Jones et al. 2009,0.120,Jones et al. 2009,0.35,Nunn et al. 2003,0.8954,,91,0,Nunn et al 2003,1.697,Plavcan & Ruff 2008,,,,,
Trachypithecus_geei,Cercopithecidae,Trachypithecus,geei,81.30,,,10800.0,9500.0,1.137,Isler et al 2008,13.3,1.7,5.4,3.18,Hill & Lee 1998,,,,,1.02,Jones et al. 2009,26.79,1479.1,17.6,1040.9,1243.1,Jones et al. 2009,2.220,Jones et al. 2009,,,,,,,,,,,,,,
Trachypithecus_johnii,Cercopithecidae,Trachypithecus,johnii,84.60,,,12000.0,11200.0,1.071,Isler et al 2008,,1.3,3.1,2.38,Nunn and van Schaik Infanticide,,,,408,1.02,Jones et al. 2009,10.75,1280.4,25.7,1126.2,1577.6,Jones et al. 2009,0.080,Jones et al. 2009,,,,25.0,52.0,,Campbell et al. 2007,,,,,,,
Trachypithecus_obscurus,Cercopithecidae,Trachypithecus,obscurus,62.12,59.97,Isler et al 2008,7346.9,6764.8,1.086,Isler et al 2008,10.2,2.5,7,2.80,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,,145,362.93,300,1.01,Jones et al. 2009,6.82,2019.8,25.5,1624.5,1834.8,Jones et al. 2009,0.330,Curtin 1976; 1980,0.48,Nunn et al. 2003,0.7405,35.0,58.0,,Campbell et al. 2007,1.814,Plavcan & Ruff 2008,,,,,
Trachypithecus_phayrei,Cercopithecidae,Trachypithecus,phayrei,72.84,69.15,Isler et al 2008,7767.8,7182.0,1.082,Isler et al 2008,,,,,,456.25,167,305.87,339.6,1,Jones et al. 2009,20.48,1458.7,21.3,1055.7,1419.1,Jones et al. 2009,0.958,Suarez pers comm,1,Pontzer and Kamilar 2006,0.9054,37.0,46.0,,Suarez pers comm,,,,,,,
Trachypithecus_pileatus,Cercopithecidae,Trachypithecus,pileatus,103.64,91.41,Isler et al 2008,12247.0,11340.0,1.080,Isler et al 2008,7.8,1.05,3.55,3.38,Hill & Lee 1998,,,,302.4,,Jones et al. 2009,24.83,1903.1,20.3,1063.8,1264.7,Jones et al. 2009,0.430,Campbell et al. 2007,0.325,Campbell et al. 2007,0.4392,34.0,53.0,,Campbell et al. 2007,1.887,Plavcan & Ruff 2008,,,,,
Trachypithecus_vetulus,Cercopithecidae,Trachypithecus,vetulus,61.29,60.40,Isler et al 2008,7371.0,5103.0,1.444,Isler et al 2008,7.9,1,3.8,3.80,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,783.83,211,245.78,276,1.01,Jones et al. 2009,8.03,1434.1,25.8,1544.4,1644.5,Jones et al. 2009,0.020,Jones et al. 2009,,,,28.0,60.0,,Campbell et al. 2007,1.791,Plavcan & Ruff 2008,,,,,
Varecia_rubra,Lemuridae,Varecia,rubra,31.08,31.08,Isler et al 2008,3600.0,3340.0,1.078,Isler et al 2008,4.19,,,,Kamilar 2006,,,,,,,,,,,,,,,,,,86.0,4.0,0.0,Campbell et al. 2007,,,,,,,
Varecia_variegata,Lemuridae,Varecia,variegata,32.12,31.17,Isler et al 2008,3630.0,3520.0,1.031,Isler et al 2008,2.8,2.5,1.42,0.57,van Schaik et al. 1999; Kappeler and Pereira 2003,365,99,90.73,384,2.16,Jones et al. 2009,-19.18,1885.8,19.9,1351.4,1564.0,Jones et al. 2009,1.390,Jones et al. 2009,1.021,Pontzer and Kamilar 2006,0.7675,90,6,0,Campbell et al. 2007,1.038,Plavcan & Ruff 2008,26.78,13.20,53.03,3.50,Kamilar 2006
